Site,RMSE,MAE,MAPE (%),R2,n_test
2714,0.03578768522112296,0.02825801819562912,9.476210594177246,0.9809063076972961,488
1426,0.0357907005728143,0.028609827160835266,9.234196662902832,0.982768714427948,488
136,0.03583285636507022,0.029222672805190086,9.384057998657227,0.984517514705658,488
138,0.03583966529292443,0.029220860451459885,9.473109245300293,0.9859861135482788,488
1698,0.03585186030564902,0.027616223320364952,9.2022705078125,0.984657883644104,488
192,0.035860011275885915,0.028393322601914406,9.110138893127441,0.9814294576644897,488
457,0.03589374318266025,0.028668057173490524,9.239745140075684,0.9821962714195251,488
4675,0.03589783927711672,0.028741905465722084,9.46789264678955,0.9826871156692505,488
698,0.03590699785443924,0.02885972335934639,9.703807830810547,0.9836468696594238,488
1808,0.03592632712179376,0.02763386443257332,9.033766746520996,0.9847338795661926,488
3174,0.03597019790314911,0.028222810477018356,9.049463272094727,0.9814369678497314,488
4835,0.03601383907126832,0.03177498281002045,20.413482666015625,0.8953351974487305,488
2877,0.03601432394544927,0.028362225741147995,10.160944938659668,0.9599400758743286,488
889,0.03603401240417478,0.02904553711414337,9.734121322631836,0.984478235244751,488
984,0.03603556149469374,0.028798028826713562,9.729124069213867,0.9855642914772034,488
2020,0.036040773638774594,0.029491225257515907,9.25041675567627,0.9830948710441589,488
3597,0.03606195525881032,0.02844633348286152,10.1883544921875,0.9792711734771729,488
3772,0.03607688906317483,0.027715347707271576,8.875957489013672,0.9812171459197998,488
3380,0.03608626028118065,0.029058031737804413,9.183456420898438,0.98125159740448,488
858,0.03609459699012637,0.029318543151021004,9.375712394714355,0.9828546047210693,488
319,0.036138886830376575,0.029169395565986633,9.994060516357422,0.9797622561454773,488
117,0.03617861460954707,0.029887687414884567,8.818345069885254,0.9868869781494141,488
4688,0.03618265754156103,0.02837137132883072,9.29511833190918,0.9807420969009399,488
533,0.03621935307600921,0.028545215725898743,8.830371856689453,0.9819309115409851,488
391,0.036241965770351534,0.02952580340206623,9.500030517578125,0.985049843788147,488
4764,0.036242698137501916,0.029719918966293335,11.446786880493164,0.969432532787323,488
